record_id,title,description,source_url,organisation,organisation_type,function,capability,phase,region,date_published,atrs_version_raw,atrs_version,public_updated_at,accountability,human_oversight,contestability,impact_assessment,risks_mitigations,model_performance,data_governance,monitoring_maintenance,indicator_count,disclosure_score,field_count,substantive_field_count,field_completeness_ratio
20993af9-02ef-45ed-8897-9556984b4709,GOV.UK Data Labs (Cabinet Office): Related Links,Related Links is a recommendation engine built to aid navigation of GOV.UK by providing relevant onward journeys from a content page.,https://www.gov.uk/algorithmic-transparency-records/gov-dot-uk-data-labs-cabinet-office-related-links,cabinet-office,ministerial-department,general-public-services,discovery,production,northern-ireland|scotland|wales|england,2022-07-06,v1.1,v1.1,2024-02-29T17:37:10+00:00,True,True,True,True,True,False,True,True,7,87.5,37,29,0.784
d3be41fd-6a37-4863-86a3-bd2e82851aa8,Greater Cambridge Partnership: Smart Pedestrian Crossing Trial,"Starling's Pedestrian Detector is a camera based, AI powered sensor for signalised pedestrian crossings that runs real-time analysis of all street users.",https://www.gov.uk/algorithmic-transparency-records/greater-cambridge-partnership-smart-pedestrian-crossing-trial,greater-cambridge-partnership,local-authority,public-order-and-safety|housing-and-community-amenities,computer-vision,beta-pilot,east-of-england,2024-04-15,v2.1,v2.1,2024-04-15T14:28:53+01:00,True,True,False,True,False,True,True,True,6,75.0,39,31,0.795
d5231188-6488-4c92-9114-7b787e631cd3,Greater London Authority: London Building Stock Model 2,"Key information about London's properties, drawn from a range of sources and enhanced by modelling with the purpose of informing energy and housing programmes.",https://www.gov.uk/algorithmic-transparency-records/greater-london-authority-london-building-stock-model-2,greater-london-authority,local-authority,,forecasting,beta-pilot,london,2025-01-28,v3.0,v3.0,2025-01-28T07:09:19+00:00,True,True,False,True,True,True,True,True,7,87.5,50,42,0.84
cb706214-fc40-4926-b74f-e02d56c18350,Hampshire and Thames Valley Police: DARAT,DARAT (Domestic Abuse Risk Assessment Tool) helps police officers to effectively grade the risk of future harmful incidents of domestic abuse.,https://www.gov.uk/algorithmic-transparency-records/hampshire-and-thames-valley-police-darat,hampshire-and-thames-valley-police,agency-or-public-body,public-order-and-safety,forecasting,pre-deployment,south-east,2022-07-06,v1.1,v1.1,2024-02-29T17:36:25+00:00,True,True,True,True,True,False,True,True,7,87.5,37,31,0.838
87f15285-9d2f-450c-b88d-51c9983ab3d1,Health Research Authority: Proportionate Review Toolkit,A toolkit presented as a PowerPoint questionnaire to help Research Ethics Committee applicants determine whether their project would be eligible for proportionate review.,https://www.gov.uk/algorithmic-transparency-records/health-research-authority-proportionate-review-toolkit,department-for-health-and-social-care,agency-or-public-body,health,management,production,uk,2025-02-10,3.0,v3.0,2025-02-10T07:53:07+00:00,True,True,True,True,True,True,True,True,8,100.0,50,40,0.8
0d5525cb-a5cc-4c15-afc6-0ba720f8ed99,HMPPS: Key Work quality assurance automation,The model automates the process of assessing the quality of Key Work session case notes.,https://www.gov.uk/algorithmic-transparency-records/hmpps-key-work-quality-assurance-automation,ministry-of-justice,ministerial-department,general-public-services,computer-linguistics|analysis,production,wales|england,2025-07-30,v3.0,v3.0,2025-09-25T08:43:06+01:00,True,True,True,True,True,True,True,True,8,100.0,50,40,0.8
7e3ea6dc-7531-4eb5-a218-e5a2be9e6b20,HMPPS: Violence in Prisons Estimator,The Violence in Prisons Estimator helps prison staff to understand the violence risk of offenders in custody.,https://www.gov.uk/algorithmic-transparency-records/hmpps-violence-in-prisons-estimator,ministry-of-justice,agency-or-public-body,public-order-and-safety,forecasting,production,wales|england,2025-06-05,v3.0,v3.0,2025-04-28T19:31:07+01:00,True,True,True,True,True,True,True,True,8,100.0,45,39,0.867
db0a341c-b6a0-4a5d-9553-cb2a307d3738,HMRC: Ask HMRC online,Digital (virtual) assistant chat (chatbot) and human HMRC adviser webchat.,https://www.gov.uk/algorithmic-transparency-records/hmrc-ask-hmrc-online,hm-revenue-customs,ministerial-department,general-public-services,computer-linguistics,production,uk,2025-06-26,v3.0,v3.0,2025-06-26T08:39:09+01:00,True,True,True,True,True,True,True,True,8,100.0,50,43,0.86
7f010e54-32d1-4969-8c45-bee3bbdaeb5d,HMRC: Logo Detection and Classification Toolkit (LDK),This is a tool to detect unauthorised uses of HMRC's logo.,https://www.gov.uk/algorithmic-transparency-records/hmrc-logo-detection-and-classification-toolkit-ldk,hm-revenue-customs,non-ministerial-department,economic-affairs,computer-vision|discovery,production,uk,2025-02-10,3.0,v3.0,2025-02-10T07:52:40+00:00,True,True,True,True,True,True,True,True,8,100.0,41,32,0.78
44ca1d00-6e9c-4127-92cb-b3f76e95e235,HMRC: VAT Return Analysis Tool,This tool detects anomalous values within a trader's VAT Return history,https://www.gov.uk/algorithmic-transparency-records/hmrc-vat-return-analysis-tool,hm-revenue-customs,non-ministerial-department,general-public-services,other,production,uk,2025-12-16,v4.0,v4.0,2025-12-16T12:00:44+00:00,True,True,True,True,True,True,True,True,8,100.0,51,32,0.627
421dcf13-8f28-45ee-9338-10be78ea50ed,HMT: Correspondence Triage Automation Tool,Automates steps when triaging correspondence.,https://www.gov.uk/algorithmic-transparency-records/hmt-correspondence-triage-automation-tool,hm-treasury,ministerial-department,economic-affairs,management,production,uk,2024-12-17,3.0,v3.0,2024-12-17T08:00:47+00:00,True,True,False,True,True,True,True,True,7,87.5,45,35,0.778
c992b0ee-39fd-47d0-878a-3be690849f55,HMT: HERMeS (HMT's Excerpt Retrieval Messaging System),"A Q&A chatbot which allows HMT staff to search HMT documents from the knowledge base, reducing time to find, read and access information.",https://www.gov.uk/algorithmic-transparency-records/hmt-hermes-hmts-excerpt-retrieval-messaging-system,hm-treasury,ministerial-department,economic-affairs,computer-linguistics,production,uk,2025-06-03,v3,v3.0,2025-06-03T10:01:41+01:00,True,True,True,True,True,True,True,True,8,100.0,50,33,0.66
bab66a52-5dca-4336-b15b-7404d636f481,HMT: Policy Engine UK,PolicyEngine UK is an open-source microsimulation model of the UK tax and benefit system. The model estimates tax liabilities and benefit entitlement in the Family Resources Survey dataset from given policy parameters and structures. HMT does not currently use PolicyEngine.,https://www.gov.uk/algorithmic-transparency-records/hmt-modelling-policy-engine,hm-treasury,ministerial-department,economic-affairs,analysis,beta-pilot,uk,2024-12-17,v3.0,v3.0,2024-12-17T08:00:19+00:00,True,True,False,True,True,True,True,True,7,87.5,50,39,0.78
b879a934-7f30-448a-960e-f40fbb18ccc1,Home Office: Complexity Application Routing Solution - Visits,CARS(V) is a semi-automated workflow routing solution which identifies the likely complexity of visitor visa applications based on applicant’s declared attributes.  ,https://www.gov.uk/algorithmic-transparency-records/home-office-complexity-application-routing-solution-visits,home-office,ministerial-department,general-public-services,management,production,uk,2024-12-17,v3.0,v3.0,2024-12-17T08:01:13+00:00,True,True,True,True,True,True,True,True,8,100.0,45,36,0.8
83b6a6b6-af28-4287-8756-3e3b70ace158,ICO: Chatbot,A chatbot that's hosted on the ICO website to support organisations who have enquiries relating to Data Protection  Fees. ,https://www.gov.uk/algorithmic-transparency-records/ico-chatbot,department-for-science-innovation-and-technology,agency-or-public-body,regulation,computer-linguistics,production,uk,2026-01-14,v4.0,v4.0,2026-01-14T07:42:18+00:00,True,True,True,True,True,False,True,True,7,87.5,34,24,0.706
e10251bf-9922-4366-9e1e-817ccf1461aa,ICO: ICE 360 Case Creation Automation,"Automated case creation for the ICO's primary case management system, ICE 360.",https://www.gov.uk/algorithmic-transparency-records/ico-ice-360-case-creation-automation,department-for-science-innovation-and-technology,agency-or-public-body,regulation,computer-linguistics,production,uk,2026-01-14,v3.0,v3.0,2026-04-13T13:50:51+01:00,True,True,True,True,True,True,True,True,8,100.0,50,44,0.88
d9f83d15-9f55-4a95-b086-ee491e716bb1,ICO: Registration Inbox AI,This algorithmic tool helps to categorise emails sent to the Information Commissioner’s Office (ICO)’s registration inbox and sends out auto-replies in specific cases.,https://www.gov.uk/algorithmic-transparency-records/information-commissioners-office-registration-inbox-ai,department-for-science-innovation-and-technology,agency-or-public-body,general-public-services|regulation,forecasting|management,production,uk|northern-ireland|scotland|wales|england,2022-07-06,v1.1,v1.1,2024-02-21T13:51:48+00:00,True,True,True,True,True,False,True,True,7,87.5,37,35,0.946
cb0543c2-7c42-42fe-a777-06b8c7ae593e,Insolvency Service: Director Conduct Reporting Service - Rules Engine,An algorithm using predetermined logic to score the answers to questions in the Director Conduct Reporting Service (DCRS) to determine if there are potential conduct issues that need to be explored further.,https://www.gov.uk/algorithmic-transparency-records/insolvency-service-director-conduct-reporting-service-rules-engine,department-for-business-and-trade,agency-or-public-body,economic-affairs,management,beta-pilot,uk,2025-04-29,v3,v3.0,2025-04-28T19:31:08+01:00,True,True,True,True,True,True,True,True,8,100.0,50,46,0.92
ff95748a-36f0-46ed-b071-299e815d4919,Insolvency Service: Redundancy Payment Calculation Engine,An algorithmic function which calculates redundancy payments received by individuals who have been dismissed and whose employers cannot or will not pay.,https://www.gov.uk/algorithmic-transparency-records/insolvency-service-redundancy-payment-calculation-engine,department-for-business-and-trade,agency-or-public-body,economic-affairs,planning,beta-pilot,scotland|wales|england,2025-06-26,v3.0,v3.0,2025-06-26T08:38:46+01:00,True,True,True,True,True,True,True,True,8,100.0,45,42,0.933
1a4cc8e6-468f-4b5f-a602-3d350e9f42c6,IPO: Check if you could register your trade mark tool,A tool that uses AI to improve the quality of trade mark applications by providing a pre-application search function.,https://www.gov.uk/algorithmic-transparency-records/ipo-check-if-you-could-register-your-trade-mark-tool,department-for-science-innovation-and-technology,agency-or-public-body,general-public-services|economic-affairs,computer-vision|computer-linguistics,production,international,2025-12-16,v4.0,v4.0,2025-12-16T12:03:37+00:00,True,True,True,True,True,True,True,True,8,100.0,67,52,0.776
f9db3c69-3acf-42a8-a49c-14d4289e9627,Leeds City Council: Money Information Centre Chatbot,The Money Information Centre Chatbot assists website visitors to find information on the Money Information Centre website.,https://www.gov.uk/algorithmic-transparency-records/leeds-city-council-money-information-centre-chatbot,leeds-city-council,local-authority,housing-and-community-amenities,computer-linguistics,beta-pilot,england,2025-06-26,v3.0,v3.0,2025-06-26T08:40:06+01:00,True,True,True,True,True,True,True,True,8,100.0,50,45,0.9
2c3c954f-62d6-4e0a-a129-51a716f932fe,Leeds City Council: Xylo Core,AI-powered workspace that boosts the capacity of validation and planning officers within local planning authority development management teams.,https://www.gov.uk/algorithmic-transparency-records/leeds-city-council-xylo-core,leeds-city-council,local-authority,general-public-services|housing-and-community-amenities,computer-linguistics,private-beta,yorkshire-and-the-humber,2025-11-27,v4.0,v4.0,2025-11-27T15:31:41+00:00,True,True,True,True,True,True,True,True,8,100.0,51,44,0.863
1d271a04-f762-4695-a442-15131352d27a,LGSCO: LGSCO Chatbot,"AI enabled chatbot widget linked to our website, which provides information about the role of the LGSCO.",https://www.gov.uk/algorithmic-transparency-records/lgsco-lgsco-chatbot,ministry-of-housing-communities-local-government,agency-or-public-body,general-public-services,,public-beta,england,2026-07-02,v4.0,v4.0,2026-07-02T10:17:03+01:00,True,True,True,True,True,True,True,True,8,100.0,51,45,0.882
d1bd3907-1865-4546-8bb3-93e59c84b2bb,"London Borough of Sutton: Access Assure, Technology Enabled Care","Access Technology Enabled Care (TEC) transforms care through combining traditional reactive alarm functionality with proactive digital insights of daily living activities, to support personalised, proactive and preventative care both in and out of the home.",https://www.gov.uk/algorithmic-transparency-records/london-borough-of-sutton-access-assure-technology-enabled-care,london-borough-of-sutton,local-authority,health,computer-linguistics|discovery,production,london,2025-01-28,v3.0,v3.0,2025-01-28T07:09:38+00:00,True,True,True,False,True,True,True,True,7,87.5,52,47,0.904
5ff265e6-9b2c-409e-86af-75607f03a031,Maritime and Coastguard Agency: Proview Proctoring Tool,Tool to ensure adherence to Code of Conduct during online exams.,https://www.gov.uk/algorithmic-transparency-records/maritime-and-coastguard-agency-proview-proctoring-tool,department-for-transport,agency-or-public-body,general-public-services,,production,uk,2026-07-02,v4.0,v4.0,2026-07-02T10:28:29+01:00,True,True,True,True,True,True,True,True,8,100.0,51,50,0.98
5c9e47cb-264a-40c0-965b-066ffe81d4a5,Maritime and Coastguard Agency: Themis,Themis is an Electronic Maritime Drift modelling system used to calculate predicted drift of leeway objects using deterministic and probabilistic modelling.,https://www.gov.uk/algorithmic-transparency-records/maritime-and-coastguard-agency-themis,department-for-transport,agency-or-public-body,public-order-and-safety,forecasting,production,uk,2025-10-30,v3.0,v3.0,2025-10-30T08:03:10+00:00,True,True,True,True,True,True,True,True,8,100.0,50,38,0.76
f1d03163-62de-48b8-b146-6af5eb0df9db,Met Office: Weather and climate forecasting,"The Met Office forecasting capacity leverages advanced technology, scientific expertise, and a global observation network to provide accurate and reliable weather and climate forecasts for public, commercial, and government use.",https://www.gov.uk/algorithmic-transparency-records/met-office-weather-and-climate-forecasting,department-for-science-innovation-and-technology,agency-or-public-body,general-public-services,analysis,production,scotland|wales|england,2025-02-10,3.0,v3.0,2025-02-10T07:53:51+00:00,True,True,True,True,True,True,True,True,8,100.0,49,44,0.898
6cec6384-05d7-4708-b9d4-6386d1906ed0,MHCLG: Safer Greener Buildings Building Image Recognition Tool,Ascertains an accurate estimate of residential building height and an understanding of the external wall system materials used.,https://www.gov.uk/algorithmic-transparency-records/mhclg-safer-greener-buildings-building-image-recognition-tool,ministry-of-housing-communities-local-government,ministerial-department,housing-and-community-amenities,computer-vision,beta-pilot,england,2025-05-29,v3.0,v3.0,2025-04-28T19:31:08+01:00,True,True,True,True,True,True,True,True,8,100.0,50,44,0.88
aa3132ef-3992-4d75-9f2d-7ff9c50bf9ef,Mining Remediation Authority: Experian Commercial Delphi Score,Commercial credit rating tool to predict business failure risk of companies that work with the Mining Remediation Authority.,https://www.gov.uk/algorithmic-transparency-records/mining-remediation-authority-experian-commercial-delphi-score,department-for-energy-security-and-net-zero,agency-or-public-body,general-public-services,discovery,production,great-britain,2025-08-06,v4.0,v4.0,2025-08-06T09:27:08+01:00,True,True,True,True,True,False,True,True,7,87.5,34,29,0.853
567e046c-806a-4be1-90fe-0193a3be2615,MOD: Textio,"An AI-powered writing assistant tool that enhances job adverts by analysing and optimising language for inclusivity, engagement and effectiveness.",https://www.gov.uk/algorithmic-transparency-records/mod-textio,ministry-of-defence,ministerial-department,defence,computer-linguistics,beta-pilot,uk,2024-12-17,v3.0,v3.0,2024-12-17T08:01:30+00:00,True,True,False,True,True,True,True,True,7,87.5,50,42,0.84
9cf6020d-5189-4540-b182-e3542c106bed,MoJ: Data First (Splink),"Splink is an open-source tool for probabilistic data linkage developed for the Data First program. Data First provides academic researchers with datasets across the Justice system where individuals can be identified with a single, universal ID across domains.",https://www.gov.uk/algorithmic-transparency-records/moj-data-first-splink,ministry-of-justice,ministerial-department,defence,discovery|management,production,wales|england,2024-12-17,v3.0,v3.0,2024-12-17T08:01:45+00:00,True,True,True,True,True,True,False,True,7,87.5,34,30,0.882
bcd0f942-bc4d-4eaf-bbed-d072330f19d1,MoJ: nDelius Contact Log Semantic Search,A search tool which helps probation practitioners find information within the Probation case management system contact logs.,https://www.gov.uk/algorithmic-transparency-records/moj-ndelius-contact-log-semantic-search,ministry-of-justice,ministerial-department,public-order-and-safety,computer-linguistics,public-beta,england-and-wales,2025-10-08,v4.0,v4.0,2025-10-08T14:11:02+01:00,True,True,False,True,True,True,True,True,7,87.5,37,32,0.865
68684868-c74a-4cbc-b68f-e78c6bfeb57d,MoJ : Splink Master Record,"Splink is an open-source tool for probabilistic data linkage tool that enables fast, accurate and scalable linkage and deduplication of data that lacks unique IDs",https://www.gov.uk/algorithmic-transparency-records/moj-splink-master-record,ministry-of-justice,ministerial-department,public-order-and-safety,discovery,production,wales|england,2025-10-06,v4.0,v4.0,2025-10-06T08:41:56+01:00,True,True,True,True,True,True,True,True,8,100.0,41,38,0.927
b567edf8-fd53-46c8-b386-d5ff2a9d078c,Money and Pensions Service: Budget Planner,"The Budget Planner is a free online tool that helps users track and categorise their spending, provides a detailed breakdown of their finances, and offers personalised tips to improve their money management - taking just 5-10 minutes to complete.",https://www.gov.uk/algorithmic-transparency-records/money-and-pensions-service-budget-planner,department-for-work-and-pensions,agency-or-public-body,general-public-services,management,production,uk,2025-02-10,v3.0,v3.0,2025-02-10T07:50:38+00:00,True,True,True,True,True,True,True,True,8,100.0,45,40,0.889
418b5505-affd-4b7a-86c7-48eeb31809ca, Money and Pensions Service: Mortgage Affordability Calculator,The mortgage affordability calculator is a simple tool that lets customers  estimate how much they can afford to borrow to buy a home.,https://www.gov.uk/algorithmic-transparency-records/money-and-pensions-service-mortgage-affordability-calculator,department-for-work-and-pensions,agency-or-public-body,general-public-services,management,production,uk,2025-12-16,v3.0,v3.0,2025-12-16T12:10:02+00:00,True,True,True,True,True,True,True,True,8,100.0,50,40,0.8
873d325a-d455-420c-aa07-2ed395d1e287, Money and Pensions Service: Mortgage Repayment Calculator,"The mortgage repayment calculator is a simple tool that lets customers estimate their monthly payments for both interest-only and repayment mortgages, and see how changes in interest rates would affect their payments.",https://www.gov.uk/algorithmic-transparency-records/money-and-pensions-service-mortgage-repayment-calculator,department-for-work-and-pensions,agency-or-public-body,general-public-services,management,production,uk,2025-12-16,v3.0,v3.0,2025-12-16T12:10:30+00:00,True,True,True,True,True,True,True,True,8,100.0,49,39,0.796
e94497be-0f27-4652-9619-4e77c7b81865,Money and Pensions Service: Pension Calculator,The Pension Calculator estimates your potential retirement income and helps you plan how much to save to reach your financial goals for retirement.,https://www.gov.uk/algorithmic-transparency-records/money-and-pensions-service-pension-calculator,department-for-work-and-pensions,agency-or-public-body,general-public-services|economic-affairs,forecasting|management,production,uk,2024-12-17,v3.0,v3.0,2024-12-17T08:03:37+00:00,True,True,True,True,True,True,True,True,8,100.0,50,40,0.8
a7103f66-b21a-41a8-aed7-d6ad427450cd,Money and Pensions Service: Redundancy Pay Calculator,"The Redundancy Pay Calculator is an online tool designed to help individuals who have been or are at risk of being made redundant understand their legal rights, calculate their potential redundancy pay, assess their financial situation, and explore available benefits and support.",https://www.gov.uk/algorithmic-transparency-records/money-and-pensions-service-redundancy-pay-calculator,department-for-work-and-pensions,agency-or-public-body,general-public-services,management,production,uk,2025-02-10,v3.0,v3.0,2025-02-10T07:52:26+00:00,True,True,True,True,True,True,True,True,8,100.0,45,40,0.889
a2a70309-6052-4258-b536-6badd03af5ea,National Highways: Highways Webchat ,The National Highways chatbot provides customers with an additional communication channel to get immediate answers to their questions using publicly available information (such as traffic information).,https://www.gov.uk/algorithmic-transparency-records/national-highways-highways-webchat,department-for-transport,agency-or-public-body,general-public-services,computer-linguistics,production,wales|england,2025-02-10,3.0,v3.0,2025-02-10T07:52:58+00:00,True,True,True,True,True,True,True,True,8,100.0,50,44,0.88
fd7c248e-a6e7-48f7-9fad-f0cbd6e8820c,Natural England : AI4Peat,Mapping upland peat surface features for  peat drainage and damage using deep learning and aerial imagery.,https://www.gov.uk/algorithmic-transparency-records/natural-england-ai4peat,department-for-environment-food-and-rural-affairs,agency-or-public-body,environmental-protection,computer-vision,production,england,2025-10-30,v3.0,v3.0,2025-10-30T08:04:56+00:00,True,True,False,False,True,True,True,True,6,75.0,54,44,0.815
81dc5ba7-bf92-4663-ad43-87429d6d5551,Natural England: Living England,"Habitat mapping for the whole of England using satellite imagery, targeted field survey and machine learning.",https://www.gov.uk/algorithmic-transparency-records/natural-england-living-england,department-for-environment-food-and-rural-affairs,agency-or-public-body,environmental-protection,computer-vision,production,england,2025-02-10,3.0,v3.0,2025-02-10T07:54:03+00:00,True,True,True,False,True,True,True,True,7,87.5,45,41,0.911
e480ad2b-5b9a-41aa-8dc2-96d1a2e484da,Network Rail: Digital Assistant,"Chatbot to filter and resolve public enquiries and where necessary, hand-off to a live advisor for further review.",https://www.gov.uk/algorithmic-transparency-records/network-rail-digital-assistant,department-for-transport,agency-or-public-body,general-public-services,computer-linguistics,production,uk,2024-12-17,v3.0,v3.0,2024-12-17T08:03:53+00:00,True,True,True,True,True,True,True,True,8,100.0,50,44,0.88
e712ff99-39e5-4837-8dc5-d77d9a49b59d,Newcastle City Council: AWS Contact Centre Services (Amazon Q and Contact Lens),"Cloud-based contact centre platform using Amazon Q and Contact Lens to support staff, transcribe calls, and provide service insights.",https://www.gov.uk/algorithmic-transparency-records/newcastle-city-council-aws-contact-centre-services-amazon-q-and-contact-lens,department-for-science-innovation-and-technology,local-authority,,,production,north-east,2026-08-13,v4.0,v4.0,2026-08-13T15:42:26+01:00,True,True,False,True,True,True,True,True,7,87.5,51,41,0.804
291c5e7e-5baf-4aef-80df-56514e2210b4,Newcastle City Council: Magic Notes,"A digital solution designed to help adult social care professionals quickly and securely record case notes, improving efficiency and accuracy in service delivery.",https://www.gov.uk/algorithmic-transparency-records/newcastle-city-council-magic-notes,department-for-science-innovation-and-technology,local-authority,general-public-services,computer-linguistics,private-beta,north-east,2025-12-16,v4.0,v4.0,2025-12-16T12:22:50+00:00,True,True,True,True,True,False,True,True,7,87.5,34,30,0.882
765022b9-b136-466d-9647-c41fa33cf460,NHS Blood & Transplant: Organ Offering Scheme Algorithms,"The organ allocation algorithms enable quick processing of data to ensure that every precious organ donated, has the best possible chance of being transplanted successfully by an effective, fair, and transparent means.",https://www.gov.uk/algorithmic-transparency-records/nhs-blood-and-transplant-organ-offering-scheme-algorithms,department-for-health-and-social-care,agency-or-public-body,health,discovery,production,uk,2025-06-26,v3.0,v3.0,2025-06-26T08:37:34+01:00,True,True,True,True,True,True,True,True,8,100.0,50,44,0.88
18f417ca-e894-4bae-a669-20568a829a94,NHS BSA: Residency Checker for UK EHIC/GHIC/PRC/S2,A process to support confirmation of UK residency for entitlement to healthcare in an European Economic Area (EEA) country or Switzerland.,https://www.gov.uk/algorithmic-transparency-records/nhs-bsa-residency-checker-for-ehic-slash-ghic-slash-prc,department-for-health-and-social-care,agency-or-public-body,health,management,production,uk,2025-02-10,3.0,v3.0,2025-02-10T07:51:23+00:00,True,True,True,True,True,True,True,True,8,100.0,50,42,0.84
e1ed992a-e2c4-4709-ad38-6bcbeab7a390,NHS England: NHS.UK Reviews Automoderation Tool,"The NHS.UK website receives thousands of reviews each year about NHS services. This tool automates a previously manual process by using natural language processing (NLP) techniques to improve efficiency, scalability, and user satisfaction.",https://www.gov.uk/algorithmic-transparency-records/nhs-england-nhs-dot-uk-reviews-automoderation-tool,nhs-england,agency-or-public-body,general-public-services|health,computer-linguistics,retired,england,2024-07-23,v3.0,v3.0,2024-07-23T15:30:14+01:00,True,True,True,True,True,True,True,True,8,100.0,72,62,0.861
b6ab71f0-c26a-4514-96a5-62a8fa0bab78,NHS BSA: Prescriptions and Dental Exemption check,"A check to confirm whether patients who have signed a declaration to claim free prescriptions or dental treatment and have not been confirmed through Real Time Exemption Checking, are eligible to do so.",https://www.gov.uk/algorithmic-transparency-records/nhsbsa-prescriptions-and-dental-exemption-check,department-for-health-and-social-care,agency-or-public-body,health,management,production,england-and-wales,2025-09-25,v4.0,v4.0,2025-09-25T08:43:38+01:00,True,True,True,True,True,True,True,True,8,100.0,51,42,0.824
45387be7-c993-492b-9148-baccd7b9a767,NICE: Cochrane Randomised Controlled Trials (RCT) Classifier,Distinguishes randomised controlled trials from other types of study within research papers to help NICE staff narrow down the number of papers they need to read and review for evidence synthesis.,https://www.gov.uk/algorithmic-transparency-records/nice-cochrane-randomised-controlled-trials-rct-classifier,department-for-health-and-social-care,agency-or-public-body,health,discovery,production,wales|england,2025-02-27,v3.0,v3.0,2025-02-27T08:01:38+00:00,True,True,True,True,True,True,True,True,8,100.0,48,42,0.875
becd7368-5ad4-4e53-88ef-a65a44223034,NICE: NORMA (NICE-ONS Recommendation Matching Algorithm),NORMA is an internal tool that allows staff at NICE to search NICE published guidance and recommendations quickly by undertaking a simple keyword or recommendation search.,https://www.gov.uk/algorithmic-transparency-records/nice-norma-nice-ons-recommendation-matching-algorithm,department-for-health-and-social-care,ministerial-department|agency-or-public-body,health,computer-linguistics|management,production,wales|england,2024-12-17,v3.0,v3.0,2024-12-17T08:03:04+00:00,True,True,True,True,True,True,True,True,8,100.0,50,44,0.88
f52318d0-4e43-4cfc-bee8-c6a3d5f67ffa,NICE: Priority Screening Algorithm,"Takes a set of titles and abstracts of research papers manually screened by the user and learns from those decisions to rank the unscreened papers, assisting staff in identifying the more relevant papers faster.",https://www.gov.uk/algorithmic-transparency-records/nice-priority-screening-algorithm,department-for-health-and-social-care,agency-or-public-body,health,forecasting,production,wales|england,2025-02-27,v3.0,v3.0,2025-02-27T08:01:26+00:00,True,True,True,True,True,True,True,True,8,100.0,45,39,0.867
106e865d-f035-4fee-a728-1f655bbfafce,NS&I: Customer Chatbot,A chatbot used by customers of NS&I to obtain answers to product and service queries.,https://www.gov.uk/algorithmic-transparency-records/ns-and-i-customer-chatbot,hm-treasury,non-ministerial-department,economic-affairs,computer-linguistics,production,uk,2025-02-27,v3.0,v3.0,2025-02-27T07:59:45+00:00,True,True,True,True,True,True,True,True,8,100.0,50,45,0.9
8348adce-b060-4074-b0da-a8ccf0e35d89,NS&I: PolyAI,PolyAI delivers AI agents that respond to customer phone calls with lifelike voice interactions.,https://www.gov.uk/algorithmic-transparency-records/ns-and-i-polyai,hm-treasury,non-ministerial-department,,computer-linguistics,production,uk,2025-10-30,v4.0,v4.0,2025-10-30T08:02:23+00:00,True,True,True,True,True,True,True,True,8,100.0,51,41,0.804
fc2b6d75-a5fb-4204-a77a-7b0808225bd1,Oak National Academy: Aila (Oak's AI Lesson Assistant),"AI lesson assistant for UK teachers to create personalised lesson resources for their classes, with the aim of reducing teacher workload.",https://www.gov.uk/algorithmic-transparency-records/oak-national-academy-aila-oaks-ai-lesson-assistant,department-for-education,agency-or-public-body,education,computer-linguistics|planning,beta-pilot,uk,2024-12-17,v3.0,v3.0,2024-12-17T08:02:39+00:00,True,True,True,True,True,True,True,True,8,100.0,59,49,0.831
b8e2b343-07af-4d1b-b78e-391bff58749a,Office for National Statistics: Survey Assist,A tool that calls on a large language model to ask supplementary questions in the ONS's Transformed Labour Force Survey to better code Standard Industrial Code and Standard Occupational Code to survey responses.,https://www.gov.uk/algorithmic-transparency-records/office-for-national-statistics-survey-assist,uk-statistics-authority,agency-or-public-body,economic-affairs,computer-linguistics,pre-deployment,great-britain,2025-10-30,v3.0,v3.0,2025-10-30T08:03:28+00:00,True,True,True,True,True,True,True,True,8,100.0,45,43,0.956
29bef72c-1e5a-481a-9923-56610ef8bb8a,Office for Students: Teaching Funding Allocations,Calculates OfS funding allocations for higher education providers in England.,https://www.gov.uk/algorithmic-transparency-records/office-for-students-teaching-funding-allocations,department-for-education,agency-or-public-body,education,management,production,england,2025-02-27,3.0,v3.0,2025-02-27T08:00:48+00:00,True,True,True,True,True,True,True,True,8,100.0,45,41,0.911
a18ac4c2-18a6-42a3-a6cf-efd525f9cc61,Office of the Public Guardian: Investigations Assistant,"AI‑powered workflows that support OPG Investigators with tasks such as financial transaction categorisation and financial analysis, to reduce manual workload and speed up investigations.",https://www.gov.uk/algorithmic-transparency-records/office-of-public-guardian-investigations-assistant,ministry-of-justice,agency-or-public-body,general-public-services,,pre-deployment,england-and-wales,2026-08-07,v4.0,v4.0,2026-08-07T09:25:59+01:00,True,True,True,True,True,True,True,True,8,100.0,51,47,0.922
52278caf-04a3-4e26-946b-257aea27d9e3,HMRC: Organisational Listening Tool,"The Organisational Listening Tool (OLT) collates, classifies and displays customer feedback from HMRC digital, webchat and telephony services. ",https://www.gov.uk/algorithmic-transparency-records/organisational-listening-tool,hm-revenue-customs,non-ministerial-department,general-public-services,,production,uk,2026-06-03,v4.0,v4.0,2026-06-03T10:12:09+01:00,True,True,False,True,True,True,True,True,7,87.5,59,42,0.712
